,OBJECTID,CATEGORIA,NOMBRE,ABREVIADO,SUBCATEGORIA,PROPIETARIO,ID_DISTRITO,SHAPE
14,16,SALUD,CENTRO MÉDICO SALÓN MULTIUSO CENTRO DE DESARROLLO SOCIAL GUILLERMO PADILLA C.,CENTRO  DESARROLLO SOCIAL G. PADILLA,CLÍNICA,ESTADO,4.0,"{'rings': [[[492282.21839999966, 1097191.2182], [492297.1412000004, 1097188.5156999994], [492314.73599999957, 1097191.0292000007], [492316.32349999994, 1097180.5780999996], [492313.6776999999, 1097170.3916999996], [492296.34750000015, 1097175.6832999997], [492280.73699999973, 1097175.1542000007], [492281.79530000035, 1097179.2552000005], [492282.58910000045, 1097186.3990000002], [492282.21839999966, 1097191.2182]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
15,17,SALUD,"CLÍNICA CCSS, ÁREA DE SALUD SAN FRANCISCO- SAN ANTONIO",CLÍNICA SAN FCO. DOS RÍOS,CLÍNICA,ESTADO,6.0,"{'rings': [[[493156.8958999999, 1095906.9189], [493156.54509999976, 1095906.9661999997], [493144.76209999993, 1095908.5540999994], [493144.76020000037, 1095912.0991999991], [493144.6140999999, 1095924.216], [493144.5692999996, 1095931.8881], [493144.53199999966, 1095936.5646000002], [493156.9313000003, 1095935.0123999994], [493162.66920000035, 1095934.3336999994], [493168.0694000004, 1095933.6950000003], [493176.82320000045, 1095932.6596000008], [493174.6749999998, 1095916.6351999994], [493176.1174999997, 1095916.3844000008], [493175.11400000006, 1095909.4231000002], [493176.6191999996, 1095909.2349999994], [493176.06209999975, 1095904.8153000008], [493156.8958999999, 1095906.9189]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
16,18,SALUD,EBAIS SAN FRANCISCO DE DOS RÍOS,EBAIS SAN FCO. DOS RÍOS,EBAIS,ESTADO,6.0,"{'rings': [[[493746.27080000006, 1095660.1667999998], [493746.05929999985, 1095658.854699999], [493744.4949000003, 1095649.1521000005], [493720.81790000014, 1095653.0638999995], [493722.0099999998, 1095661.136], [493722.8652999997, 1095666.9272000007], [493730.20799999963, 1095665.7216999996], [493729.71470000036, 1095662.5153], [493738.10080000013, 1095661.1587000005], [493739.31120000035, 1095668.8817999996], [493744.1437999997, 1095668.1882000007], [493743.15780000016, 1095660.727], [493746.27080000006, 1095660.1667999998]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
17,20,SALUD,EBAIS ÁREA DE SALUD SAN FRANCISCO - SAN ANTONIO,EBAIS SAN FCO. DOS RÍOS,EBAIS,ESTADO,6.0,"{'rings': [[[492929.3650000002, 1095434.5269000009], [492937.21190000046, 1095433.1568999998], [492943.6299999999, 1095432.0613000002], [492943.10830000043, 1095428.4762999993], [492942.65490000043, 1095425.4958999995], [492942.20419999957, 1095422.5328000002], [492941.2659, 1095416.3648000006], [492928.4837999996, 1095418.1941], [492928.9238999998, 1095426.3518000003], [492929.1481999997, 1095430.5077999998], [492929.3650000002, 1095434.5269000009]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
18,21,SALUD,CENTRO NACIONAL DE REHABILITACIÓN CENARE,CENARE,CENTRO MÉDICO,ESTADO,7.0,"{'rings': [[[487207.05730000045, 1100180.7495000008], [487206.85780000035, 1100176.4141000006], [487205.43560000043, 1100176.4141000006], [487205.4025999997, 1100174.1651000008], [487204.93960000016, 1100174.0658999998], [487204.50960000046, 1100167.2860000003], [487201.23539999966, 1100167.4844000004], [487201.23539999966, 1100166.8560000006], [487200.73929999955, 1100166.8560000006], [487200.77240000013, 1100166.6576000005], [487196.34059999976, 1100166.822899999], [487196.3075000001, 1100162.9865000006], [487212.74480000045, 1100161.9943000004], [487212.9763000002, 1100167.6166999992], [487220.7154000001, 1100167.1206], [487220.7154000001, 1100162.3249999993], [487229.24820000026, 1100161.7958000004], [487229.3474000003, 1100163.0526], [487231.0672000004, 1100162.9865000006], [487231.0340999998, 1100161.6635999996], [487231.2655999996, 1100161.6635999996], [487231.2193, 1100160.8829999994], [487236.9740000004, 1100160.5523000006], [487237.7017000001, 1100170.3419000003], [487253.7089999998, 1100169.1513], [487252.4522000002, 1100152.5485999994], [487253.31209999975, 1100152.6148000006], [487252.5844999999, 1100143.0898000002], [487283.04399999976, 1100175.1991000008], [487287.5382000003, 1100174.8707999997], [487255.4526000004, 1100141.2548999991], [487254.2089999998, 1100124.4803], [487275.0053000003, 1100123.2103000004], [487275.2698999997, 1100128.6077999994], [487274.6878000004, 1100128.6341999993], [487274.6878000004, 1100127.7875999995], [487260.29449999984, 1100128.6341999993], [487260.3208999997, 1100129.6395999994], [487259.4478000002, 1100129.7455000002], [487259.81819999963, 1100135.3281999994], [487260.13570000045, 1100135.3281999994], [487260.1886, 1100137.8417000007], [487260.02990000043, 1100137.8682000004], [487260.3738000002, 1100143.3266000003], [487261.3660000004, 1100143.3662999999], [487261.3660000004, 1100144.1996999998], [487275.7725999998, 1100143.3266000003], [487276.7648, 1100156.5822], [487277.71729999967, 1100156.5822], [487277.8364000004, 1100157.4949999992], [487289.90139999986, 1100156.7807], [487289.86170000024, 1100155.7488000002], [487290.8141999999, 1100155.7091000006], [487289.7823000001, 1100142.2868000008], [487303.8847000003, 1100141.3871999998], [487303.8317, 1100140.3553], [487304.65199999977, 1100140.3288000003], [487304.38740000036, 1100134.8783999998], [487304.14919999987, 1100134.8255000003], [487303.6464999998, 1100126.7292], [487302.7468999997, 1100126.7556999996], [487302.69400000013, 1100125.8561000004], [487287.7450000001, 1100126.8085999992], [487287.5069000004, 1100122.2841999996], [487289.33249999955, 1100122.1519000009], [487289.33249999955, 1100125.0888], [487294.70359999966, 1100124.982999999], [487294.7829999998, 1100121.7020999994], [487298.0373999998, 1100121.6491999999], [487298.1431999998, 1100118.4741999991], [487297.8256999999, 1100112.573999999], [487298.48709999956, 1100112.573999999], [487298.5136000002, 1100113.5793999992], [487312.90699999966, 1100112.7326999996], [487312.95990000013, 1100111.7272999994], [487313.7006999999, 1100111.6744], [487313.51549999975, 1100106.1181000005], [487313.09219999984, 1100106.0917000007], [487312.8541000001, 1100097.9954000004], [487311.8222000003, 1100097.9954000004], [487311.79569999967, 1100097.0428999998], [487297.6668999996, 1100097.9425000008], [487296.87320000026, 1100084.5546000004], [487295.81489999965, 1100084.5810000002], [487295.78839999996, 1100083.8136999998], [487283.6174999997, 1100084.5810000002], [487283.6174999997, 1100085.507099999], [487282.5856999997, 1100085.4805999994], [487283.32650000043, 1100099.0008000005], [487269.3035000004, 1100099.8739999998], [487269.3300000001, 1100100.9587999992], [487268.5362999998, 1100100.9587999992], [487268.90670000017, 1100106.3827], [487269.1447999999, 1100106.3827], [487269.19770000037, 1100108.9756000005], [487269.06539999973, 1100108.9756000005], [487269.54169999994, 1100114.3731999993], [487270.4676999999, 1100114.3731999993], [487270.4676999999, 1100115.4315000009], [487287.85089999996, 1100114.2938], [487287.90380000044, 1100113.3412999995], [487288.6182000004, 1100113.3412999995], [487288.90919999965, 1100118.8710999992], [487283.1677000001, 1100119.294399999], [487283.1677000001, 1100117.8391999993], [487281.2363, 1100117.865700001], [487281.28920000046, 1100119.4531999994], [487273.06060000043, 1100119.9294000007], [487273.06060000043, 1100118.0243999995], [487270.62650000025, 1100118.077299999], [487270.6793999998, 1100120.1411000006], [487266.15500000026, 1100120.4057], [487266.0756000001, 1100118.9240000006], [487268.5892000003, 1100118.7652000003], [487267.0016999999, 1100097.9690000005], [487259.6462000003, 1100098.4716999996], [487261.0750000002, 1100119.2149999999], [487261.4453999996, 1100119.2679999992], [487261.4453999996, 1100120.6966999993], [487258.8788999999, 1100120.8554999996], [487258.40270000044, 1100114.7699999996], [487258.72020000033, 1100114.7435999997], [487258.72020000033, 1100113.9762999993], [487258.34979999997, 1100113.9762999993], [487258.3233000003, 1100113.1295999996], [487259.61980000045, 1100113.0502000004], [487259.3816999998, 1100108.0230999999], [487257.8206000002, 1100108.0230999999], [487257.6354, 1100104.2661000006], [487258.2439000001, 1100104.2925000004], [487258.2703999998, 1100104.5835999995], [487258.6936999997, 1100104.5835999995], [487258.59449999966, 1100102.0369000006], [487254.3942, 1100102.3015], [487254.4604000002, 1100103.9881999996], [487249.3672000002, 1100104.352], [487249.301, 1100103.4921000004], [487227.5059000002, 1100104.9803999998], [487227.47279999964, 1100106.0056999996], [487226.8114, 1100106.0387999993], [487226.08380000014, 1100094.0994000006], [487226.77830000035, 1100094.0994000006], [487226.77830000035, 1100092.4458000008], [487227.6051000003, 1100092.3465], [487225.64190000016, 1100060.6027000006], [487224.58359999955, 1100060.6027000006], [487224.1867000004, 1100053.8028999995], [487217.86319999956, 1100054.0939000007], [487217.83669999987, 1100053.2207999993], [487203.4168999996, 1100054.1733], [487203.62849999964, 1100059.6766], [487198.46920000017, 1100059.9941000007], [487198.28390000015, 1100056.3429000005], [487181.05950000044, 1100057.4540999997], [487181.6945000002, 1100069.5456000008], [487199.07770000026, 1100068.4607999995], [487199.05119999964, 1100067.6934999991], [487204.23709999956, 1100067.3495000005], [487204.0253999997, 1100063.4337000009], [487210.21669999976, 1100063.0897000004], [487210.1638000002, 1100064.1744999997], [487209.18479999993, 1100064.2009999994], [487210.0314999996, 1100077.9064000007], [487211.2220999999, 1100077.9064000007], [487211.1956000002, 1100078.9383000005], [487204.9779000003, 1100079.4409999996], [487205.216, 1100083.0658], [487201.8822999997, 1100083.2774999999], [487201.8822999997, 1100082.9334999993], [487197.67540000007, 1100083.1717000008], [487197.6224999996, 1100080.7904000003], [487189.31460000016, 1100081.3725000005], [487189.7642999999, 1100090.0243999995], [487188.3355999999, 1100090.1038000006], [487187.5683000004, 1100079.3881], [487178.1755999997, 1100079.8907999992], [487178.38719999976, 1100084.0183000006], [487177.7786999997, 1100084.0448000003], [487177.93740000017, 1100086.3202], [487178.6518000001, 1100086.3202], [487178.81060000043, 1100088.8072999995], [487184.26099999994, 1100088.5691999998], [487184.36679999996, 1100090.4212999996], [487170.926, 1100091.3208000008], [487170.8201000001, 1100087.8813000005], [487172.9104000004, 1100087.8548000008], [487172.83100000024, 1100085.9762999993], [487171.56099999975, 1100085.9762999993], [487171.5873999996, 1100084.9973000009], [487172.5345999999, 1100084.9390999991], [487172.5504999999, 1100083.0340999998], [487171.2011000002, 1100083.0182000007], [487171.2011000002, 1100082.1610000003], [487176.5033999998, 1100081.7958000004], [487176.43989999965, 1100078.5414000005], [487176.5669, 1100078.5414000005], [487176.32880000025, 1100073.8370999992], [487162.6233000001, 1100074.7367000002], [487162.6497999998, 1100075.9538000003], [487156.3526999997, 1100076.2448999994], [487156.3792000003, 1100076.5094000008], [487155.4796000002, 1100076.5359000005], [487155.50600000005, 1100078.8906999994], [487156.4056000002, 1100078.8906999994], [487156.6649000002, 1100083.4680000003], [487163.2133999998, 1100083.0711000003], [487163.2927000001, 1100084.1823999994], [487168.25370000023, 1100083.9046], [487168.80929999985, 1100091.4848999996], [487168.0022999998, 1100091.5245999992], [487168.0552000003, 1100092.5829000007], [487164.45689999964, 1100092.7946000006], [487165.92310000025, 1100116.1087999996], [487169.7264999999, 1100116.0096000005], [487169.7264999999, 1100116.5387999993], [487199.3267999999, 1100114.7197999991], [487199.2938000001, 1100113.6613999996], [487207.26439999975, 1100113.0991999991], [487208.2895999998, 1100127.3867000006], [487207.52890000027, 1100127.4529], [487207.52890000027, 1100126.5930000003], [487177.35979999974, 1100128.6875999998], [487176.9364, 1100122.1787999999], [487174.1319000004, 1100122.3376000002], [487174.39639999997, 1100128.8463000003], [487170.3482999997, 1100129.2829], [487170.4276999999, 1100130.2354000006], [487166.6969999997, 1100130.3940999992], [487166.6177000003, 1100131.0291000009], [487164.15699999966, 1100131.1481999997], [487164.1173999999, 1100130.7116], [487145.9801000003, 1100132.0212999992], [487141.42929999996, 1100063.5470000003], [487134.2193999998, 1100064.0100999996], [487138.79669999983, 1100132.1800999995], [487139.85500000045, 1100139.1651000008], [487146.3638000004, 1100139.1651000008], [487163.98510000017, 1100138.0538999997], [487165.99590000045, 1100164.8297000006], [487167.95380000025, 1100164.7238999996], [487168.0066999998, 1100166.5759999994], [487169.1179999998, 1100166.5759999994], [487169.17090000026, 1100168.7456], [487140.2253999999, 1100170.9152000006], [487139.96079999954, 1100167.7402], [487133.39919999987, 1100168.1634999998], [487132.34080000035, 1100150.3835000005], [487129.43039999995, 1100150.5951000005], [487129.3775000004, 1100151.4946999997], [487124.4561999999, 1100151.8122000005], [487124.5091000004, 1100152.7646999992], [487123.3979000002, 1100152.8176000006], [487123.8476999998, 1100159.299900001], [487125.03830000013, 1100159.2205999997], [487125.6732999999, 1100170.5712000001], [487124.1651999997, 1100170.6505999994], [487124.56209999975, 1100176.6831], [487126.22890000045, 1100176.5242999997], [487126.83949999977, 1100186.9915999994], [487141.4721999997, 1100186.0015999991], [487141.50260000024, 1100185.3950999994], [487161.9380000001, 1100184.0451999996], [487190.14499999955, 1100181.9847999997], [487207.05730000045, 1100180.7495000008]], [[487211.3716000002, 1100123.7255000006], [487210.27249999996, 1100107.6171000004], [487222.56350000016, 1100106.7391999997], [487223.87320000026, 1100122.8522999994], [487211.3716000002, 1100123.7255000006]], [[487230.70330000017, 1100153.6155999992], [487230.04389999993, 1100143.3947], [487228.8929000003, 1100143.4343999997], [487228.05950000044, 1100133.3934000004], [487228.3770000003, 1100133.3934000004], [487227.9801000003, 1100126.1305999998], [487234.40950000007, 1100125.7733999994], [487234.48890000023, 1100127.2419000007], [487233.4570000004, 1100127.3212000001], [487233.61569999997, 1100130.1391000003], [487232.2664000001, 1100130.3375000004], [487232.6632000003, 1100134.7030999996], [487234.0126, 1100134.6634999998], [487235.48110000044, 1100153.3563], [487230.70330000017, 1100153.6155999992]], [[487250.2089999998, 1100126.392000001], [487250.17540000007, 1100124.6886], [487251.0159999998, 1100124.6451999992], [487251.01609999966, 1100126.4047999997], [487250.2089999998, 1100126.392000001]], [[487132.8997999998, 1100149.676000001], [487127.0127999997, 1100059.5852000006], [487121.9195999997, 1100059.8498], [487127.9308000002, 1100150.0011], [487132.8997999998, 1100149.676000001]], [[487207.5752999997, 1100190.4825999998], [487207.01960000023, 1100183.2197999991], [487192.0970999999, 1100184.1326000001], [487192.5473999996, 1100191.5943999998], [487207.5752999997, 1100190.4825999998]], [[487223.4689999996, 1100177.6795000006], [487222.72809999995, 1100169.2127999999], [487215.7775999997, 1100169.7667999994], [487216.5898000002, 1100178.2616000008], [487223.4689999996, 1100177.6795000006]], [[487199.8361999998, 1100228.9398999996], [487194.0417999998, 1100228.3445999995], [487193.5122999996, 1100233.9801000003], [487199.3202999998, 1100234.6548999995], [487199.8361999998, 1100228.9398999996]], [[487264.6824000003, 1100094.7175999992], [487264.4840000002, 1100089.3597], [487258.8616000004, 1100089.8889000006], [487259.3474000003, 1100095.2026000004], [487264.6824000003, 1100094.7175999992]], [[487259.04580000043, 1100055.8610999994], [487258.7150999997, 1100051.5946999993], [487253.1919, 1100052.0577000007], [487253.4495000001, 1100055.2879000008], [487254.5809000004, 1100055.2326999996], [487254.5809000004, 1100056.291099999], [487256.30069999956, 1100056.9195000008], [487257.09449999966, 1100056.8863999993], [487259.04580000043, 1100055.8610999994]], [[487211.0334999999, 1100179.5316000003], [487210.2927000001, 1100172.2291], [487207.11340000015, 1100172.522500001], [487207.8585000001, 1100179.7961999997], [487211.0334999999, 1100179.5316000003]], [[487231.2477000002, 1100172.6524], [487230.9302000003, 1100168.895300001], [487226.32650000043, 1100169.2127999999], [487226.7137000002, 1100173.0467000008], [487231.2477000002, 1100172.6524]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
19,22,SALUD,ALBERGUE Y CASA DE SALUD DEL INSTITUTO NACIONAL DE SEGUROS,CLÍNICA INS,CLÍNICA,ESTADO,7.0,"{'rings': [[[487135.1359000001, 1100457.458900001], [487132.3496000003, 1100455.4054000005], [487129.14690000005, 1100454.7091000006], [487127.32129999995, 1100456.6141], [487126.5672000004, 1100454.2726000007], [487123.7890999997, 1100453.3597], [487125.7735000001, 1100451.5737999994], [487124.14630000014, 1100446.335000001], [487118.7090999996, 1100445.2634999994], [487114.7006000001, 1100449.2719], [487115.61340000015, 1100451.6532000005], [487113.03369999956, 1100451.414999999], [487109.14439999964, 1100455.6218999997], [487110.0175000001, 1100457.7254000008], [487107.3186999997, 1100457.5666000005], [487103.54839999974, 1100461.9322999995], [487104.54059999995, 1100464.1547999997], [487101.92119999975, 1100463.9959999993], [487098.0318, 1100468.2822999991], [487099.8178000003, 1100473.6798], [487105.4137000004, 1100474.7116999999], [487107.16000000015, 1100472.1319999993], [487107.9537000004, 1100475.2673000004], [487110.7715999996, 1100475.3466999996], [487108.7078, 1100477.8072999995], [487110.45409999974, 1100483.2445], [487116.0499999998, 1100484.3556999993], [487117.75659999996, 1100481.8950999994], [487118.55030000024, 1100485.0304000005], [487121.16970000044, 1100485.1892000008], [487119.34410000034, 1100487.4514000006], [487121.0723000001, 1100492.9409999996], [487126.5672000004, 1100494.0791999996], [487130.3375000004, 1100489.7928999998], [487129.50409999955, 1100486.9353999998], [487132.0440999996, 1100487.7688999996], [487135.8541000001, 1100483.4825999998], [487135.1793999998, 1100480.6647999994], [487137.6003999999, 1100481.5776000004], [487141.37069999985, 1100477.2914000005], [487140.57689999975, 1100474.394200001], [487143.31539999973, 1100475.307], [487146.7681999998, 1100471.0207000002], [487145.1013000002, 1100465.7026000004], [487139.70380000025, 1100464.3531999998], [487137.91789999977, 1100466.2979000006], [487137.2034999998, 1100463.8373000007], [487134.3063000003, 1100463.0435000006], [487136.4096999997, 1100461.3368999995], [487135.1359000001, 1100457.458900001]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
20,23,SALUD,HOSPITAL MÉXICO LABORATORIOS,HOSP. MÉXICO,HOSPITAL,ESTADO,7.0,"{'rings': [[[487308.4397999998, 1100342.0227000006], [487313.4721999997, 1100337.0062000006], [487314.5516999997, 1100338.0381000005], [487324.6958999997, 1100327.7668999992], [487323.3306, 1100326.4333999995], [487327.33110000007, 1100322.3059], [487329.5854000002, 1100324.3221000005], [487331.5697999997, 1100322.321799999], [487330.6966000004, 1100321.3216999993], [487331.90309999976, 1100320.0676000006], [487332.8080000002, 1100320.9407000002], [487336.34810000006, 1100317.1623999998], [487335.5067999996, 1100316.3051999994], [487336.7768000001, 1100315.0351999998], [487337.5864000004, 1100315.7495000008], [487341.0630000001, 1100312.1300000008], [487340.20579999965, 1100311.3203999996], [487341.5552000003, 1100309.8758000005], [487342.4282999998, 1100310.6853999998], [487345.9367000004, 1100307.0183000006], [487345.0477, 1100306.1451999992], [487346.3334999997, 1100304.7798999995], [487347.22250000015, 1100305.5736999996], [487349.1593000004, 1100303.5574999992], [487348.30200000014, 1100302.7160999998], [487349.06400000025, 1100301.8430000003], [487339.6794999996, 1100292.7347], [487300.3229, 1100334.2348999996], [487304.4046, 1100338.2048000004], [487306.1244000001, 1100336.4518999998], [487307.4079999998, 1100337.6570999995], [487305.7252000002, 1100339.4351000004], [487308.4397999998, 1100342.0227000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
21,24,SALUD,CLÍNICA OFTALMOLÓGICA HOSPITAL MÉXICO,HOSP. MÉXICO,HOSPITAL,ESTADO,7.0,"{'rings': [[[487500.6721999999, 1100307.2656999994], [487522.18290000036, 1100284.7629000004], [487515.3169, 1100278.8096999992], [487516.46520000044, 1100277.3915999997], [487516.2270999998, 1100277.1852000002], [487517.1796000004, 1100276.2168000005], [487512.76630000025, 1100271.9623000007], [487511.84559999965, 1100272.8512999993], [487511.38520000037, 1100272.4861999992], [487511.2105999999, 1100272.6131999996], [487506.7655999996, 1100268.3110000007], [487501.74909999967, 1100273.3116999995], [487501.32600000035, 1100272.9561], [487508.9176000003, 1100265.1004000008], [487518.45710000023, 1100273.8918999992], [487529.1434000004, 1100284.0522000007], [487538.12069999985, 1100274.7322000004], [487535.41139999963, 1100272.2769000009], [487538.35360000003, 1100269.2500999998], [487525.1244000001, 1100256.6558999997], [487520.8487, 1100260.9949999992], [487515.5993999997, 1100255.8938999996], [487514.8479000004, 1100256.5500000007], [487514.4352000002, 1100256.1901999991], [487512.7207000004, 1100258.0423000008], [487512.63630000036, 1100258.1339999996], [487510.5976999998, 1100256.1839000005], [487508.28259999957, 1100258.4726], [487506.4966000002, 1100256.8189000003], [487503.75820000004, 1100259.7029], [487505.0943, 1100260.9860999994], [487502.02520000003, 1100263.9759], [487500.9933000002, 1100263.049900001], [487501.1785000004, 1100262.7852999996], [487498.69400000013, 1100260.4484], [487499.7120000003, 1100259.3951999992], [487497.80700000003, 1100257.4637000002], [487498.6007000003, 1100256.67], [487495.7432000004, 1100253.6801999994], [487487.8585999999, 1100261.6706000008], [487490.8722000001, 1100264.5599000007], [487491.25320000015, 1100264.1788999997], [487493.12430000026, 1100266.2109999992], [487497.3156000003, 1100266.4364999998], [487498.57239999995, 1100267.5080999993], [487495.54289999977, 1100270.4053000007], [487495.86039999966, 1100270.7756999992], [487495.37090000045, 1100271.2784000002], [487491.92339999974, 1100267.9168999996], [487492.5516999997, 1100267.2223000005], [487486.0270999996, 1100260.7533], [487485.8048999999, 1100260.9595999997], [487481.69319999963, 1100257.0544000007], [487481.9790000003, 1100256.7844999991], [487478.7298999997, 1100253.9640999995], [487475.84219999984, 1100257.0472999997], [487490.55310000014, 1100271.271400001], [487488.4294999996, 1100273.5066999998], [487488.7576000001, 1100273.8343000002], [487474.55119999964, 1100288.5350000001], [487478.8437000001, 1100292.6741000004], [487479.81149999984, 1100291.7577], [487494.0047000004, 1100305.2019999996], [487496.1875, 1100303.1778999995], [487500.6721999999, 1100307.2656999994]], [[487484.4293999998, 1100285.9800000004], [487493.49230000004, 1100276.5701000001], [487493.9227, 1100277.105799999], [487485.1913999999, 1100286.5990999993], [487484.4293999998, 1100285.9800000004]], [[487495.63939999975, 1100278.7764999997], [487498.9957999997, 1100275.2715000007], [487499.4631000003, 1100275.677100001], [487496.02020000014, 1100279.1470999997], [487495.63939999975, 1100278.7764999997]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
22,25,SALUD,HOSPITAL DE TRAUMATOLOGÍA CENTRO NACIONAL DE REHABILITACIÓN (CENARE),CENARE,HOSPITAL,ESTADO,7.0,"{'rings': [[[487122.11450000014, 1100153.3804000001], [487073.6802000003, 1100157.2124000005], [487075.5323000001, 1100190.2853999995], [487124.3454, 1100187.3344], [487122.11450000014, 1100153.3804000001]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
23,26,SALUD,HOSPITAL MÉXICO,HOSP. MÉXICO,HOSPITAL,ESTADO,7.0,"{'rings': [[[487333.1283999998, 1100692.9326000009], [487352.1160000004, 1100671.5199999996], [487382.62349999975, 1100692.4671], [487399.7748999996, 1100667.7821999993], [487399.49710000027, 1100667.4779000003], [487401.0449000001, 1100665.2289000005], [487391.31790000014, 1100658.5588000007], [487399.6995000001, 1100647.0469000004], [487380.7795000002, 1100633.7320000008], [487392.6196999997, 1100616.3355999999], [487409.88379999995, 1100628.7709999997], [487405.61730000004, 1100634.7903000005], [487407.4693999998, 1100636.2124000005], [487400.1042999998, 1100646.8457999993], [487406.7273000004, 1100651.4466999993], [487411.2569000004, 1100644.8427000009], [487411.00289999973, 1100644.5463999994], [487411.4263000004, 1100643.8691000007], [487416.06180000026, 1100647.552100001], [487426.58160000015, 1100632.7776999995], [487426.0525000002, 1100632.3120000008], [487428.6983000003, 1100628.7137000002], [487424.7189999996, 1100625.4329000004], [487436.4452999998, 1100608.5842000004], [487437.92700000014, 1100609.6001999993], [487440.36120000016, 1100606.023], [487428.0632999996, 1100597.8526000008], [487425.8064000001, 1100601.1625999995], [487406.0948999999, 1100587.3512999993], [487394.5060999999, 1100579.0434000008], [487376.8980999999, 1100600.8451000005], [487366.52639999986, 1100615.9264000002], [487366.84389999975, 1100616.1908999998], [487341.7547000004, 1100652.2514999993], [487339.1749999998, 1100650.7302], [487336.26460000034, 1100655.1619000006], [487338.91050000023, 1100656.6832999997], [487339.7703999998, 1100655.4595999997], [487352.3049999997, 1100663.9263000004], [487348.66700000037, 1100669.1517999992], [487329.74170000013, 1100689.7708], [487327.8471999997, 1100690.1697000004], [487328.1480999999, 1100693.9997000005], [487333.1283999998, 1100692.9326000009]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
24,27,SALUD,HOSPITAL MÉXICO CLÍNICA Y FARMACIA,HOSP. MÉXICO,HOSPITAL,ESTADO,7.0,"{'rings': [[[487406.7430999996, 1100563.3005999997], [487405.14240000024, 1100565.7876999993], [487403.5284000002, 1100569.4389999993], [487407.9205, 1100572.4816999994], [487406.2006999999, 1100574.8629], [487408.74069999997, 1100576.6092000008], [487406.67700000014, 1100579.6254999992], [487412.3258999996, 1100583.4883999992], [487410.7648, 1100586.4781999998], [487411.3203999996, 1100586.8486000001], [487412.0083999997, 1100585.5786000006], [487414.125, 1100587.0866999999], [487414.6013000002, 1100586.3193999995], [487415.8448000001, 1100586.8750999998], [487418.75519999955, 1100590.8438000008], [487418.54360000044, 1100591.1612999998], [487419.89300000016, 1100591.9814999998], [487420.3691999996, 1100591.1612999998], [487435.31819999963, 1100601.1097], [487440.23950000014, 1100594.1247000005], [487441.21839999966, 1100594.7597000003], [487441.483, 1100594.4421999995], [487444.57859999966, 1100596.6646999996], [487456.22030000016, 1100580.3662999999], [487455.47950000037, 1100579.7841999996], [487457.3844999997, 1100576.6621000003], [487427.5394000001, 1100555.7864999995], [487429.6414999999, 1100552.9324999992], [487424.4428000003, 1100549.2332000006], [487422.27419999987, 1100552.3203999996], [487417.14130000025, 1100548.8014000002], [487406.7430999996, 1100563.3005999997]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
25,28,SALUD,HOSPITAL RAFAEL ÁNGEL CALDERÓN GUARDIA OFICINA ADMINISTRATIVA,HOSP. CALDERÓN,HOSPITAL,ESTADO,1.0,"{'rings': [[[492432.5378999999, 1098628.2359999996], [492465.3024000004, 1098618.8313999996], [492467.3252999997, 1098615.0077999998], [492455.1009999998, 1098583.0078999996], [492423.08270000014, 1098597.6094000004], [492432.5378999999, 1098628.2359999996]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
26,29,SALUD,HOSPITAL RAFAEL ÁNGEL CALDERÓN GUARDIA,HOSP. CALDERÓN,HOSPITAL,ESTADO,1.0,"{'rings': [[[492348.2982000001, 1098700.0748999994], [492355.57299999986, 1098698.4214999992], [492346.1213999996, 1098663.6206], [492338.2715999996, 1098665.8888000008], [492348.2982000001, 1098700.0748999994]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
27,30,SALUD,HOSPITAL RAFAEL ÁNGEL CALDERÓN GUARDIA EMERGENCIAS Y RESONANCIA,HOSP. CALDERÓN,HOSPITAL,ESTADO,1.0,"{'rings': [[[492396.83779999986, 1098702.976399999], [492419.8016999997, 1098695.488], [492408.72640000004, 1098661.3103999998], [492398.64499999955, 1098655.3589999992], [492368.3521999996, 1098663.0633000005], [492368.59059999976, 1098664.0299999993], [492360.00179999974, 1098667.4134999998], [492369.3666000003, 1098695.7638000008], [492378.2926000003, 1098693.2261999995], [492379.6517000003, 1098694.4223999996], [492392.7313000001, 1098690.6287999991], [492396.83779999986, 1098702.976399999]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
